PrincessName,FirstMovieTitle,FirstMovieYear,MovieRuntimeMinutes,NumberOfSongs,HasSoloSong,HasDuet,HairColor,EyeColor,OutfitPrimaryColor,OutfitStyleEra,IsRoyalByBirth,HasAnimalSidekick,SidekickType,HasMagicalPowers,MagicType,MainSetting,IsBasedOnRealStory,CulturalOrigin,SpeaksToAnimals,FightsVillainDirectly,RomanticSubplot,MarriedByEnd,VillainName,VillainType,IMDB_Rating,RottenTomatoesScore,BoxOfficeMillions,AvgScreenTimeMinutes,NumMerchItemsOnAmazon,GoogleSearchIndex2024,InstagramFanPages,TikTokHashtagViewsMillions,Top3Hashtags,IsIconic,PopularityScore
Ariel,Ariel's Adventure,2018,108,7,Yes,No,Blonde,Brown,Yellow,Ancient,No,Yes,None,No,None,Ocean,Yes,Arabian,Yes,Yes,Yes,No,Villain of Ariel,Witch,6.7,87,845,31,1222,72,58,115,#TeamAriel #LoveAriel #ArielForever,No,54
Merida,Merida's Adventure,1998,88,2,No,No,White,Brown,Yellow,Victorian,No,Yes,Horse,Yes,None,Ocean,No,Chinese,Yes,No,Yes,No,Villain of Merida,Witch,7.0,66,1005,32,270,52,71,545,#TeamMerida #LoveMerida #MeridaForever,Yes,63
Mulan,Mulan's Adventure,1938,105,4,No,Yes,White,Hazel,Pink,Victorian,No,Yes,Dragon,No,Healing,Village,No,Polynesian,No,No,Yes,No,Villain of Mulan,Warlord,6.4,86,904,43,4778,94,26,839,#TeamMulan #LoveMulan #MulanForever,No,86
Anna,Anna's Adventure,1983,71,1,Yes,Yes,White,Green,Pink,Medieval,Yes,Yes,None,No,Dragon,Forest,Yes,Native American,Yes,Yes,No,No,Villain of Anna,Hunter,6.0,74,890,34,3121,72,206,115,#TeamAnna #LoveAnna #AnnaForever,Yes,51
Moana,Moana's Adventure,1949,79,7,Yes,Yes,White,Grey,Green,Ancient,Yes,Yes,Horse,No,Ice,Village,Yes,Chinese,Yes,No,Yes,Yes,Villain of Moana,Stepmother,8.9,87,150,31,72,99,188,170,#TeamMoana #LoveMoana #MoanaForever,No,85
Cinderella,Cinderella's Adventure,2001,99,6,Yes,Yes,White,Hazel,Green,Medieval,No,Yes,Fish,Yes,Healing,Village,No,Native American,Yes,Yes,Yes,Yes,Villain of Cinderella,Sorcerer,6.4,81,353,43,768,35,37,629,#TeamCinderella #LoveCinderella #CinderellaForever,No,61
Raya,Raya's Adventure,2000,84,5,Yes,Yes,White,Blue,Yellow,Victorian,Yes,No,Fish,Yes,None,Village,No,Polynesian,No,No,Yes,No,Villain of Raya,Sorcerer,7.2,62,672,36,1304,40,75,560,#TeamRaya #LoveRaya #RayaForever,No,99
Anna,Anna's Adventure,1994,104,4,No,No,Blonde,Grey,Yellow,Ancient,No,No,Horse,No,Healing,Desert,No,Chinese,No,No,No,No,Villain of Anna,Witch,6.8,78,217,24,3297,87,49,709,#TeamAnna #LoveAnna #AnnaForever,Yes,54
Raya,Raya's Adventure,1956,71,5,No,No,Black,Green,Purple,Victorian,Yes,No,Horse,Yes,Healing,Castle,Yes,French,Yes,No,Yes,Yes,Villain of Raya,Hunter,6.1,69,1163,25,4654,92,85,178,#TeamRaya #LoveRaya #RayaForever,No,83
Moana,Moana's Adventure,1985,94,4,No,No,White,Grey,Blue,Medieval,Yes,No,Fish,No,Ice,Mountains,No,Polynesian,Yes,No,No,Yes,Villain of Moana,Hunter,7.4,96,1018,21,2565,83,281,759,#TeamMoana #LoveMoana #MoanaForever,No,60
Rapunzel,Rapunzel's Adventure,2007,104,6,No,Yes,Brown,Blue,Yellow,Modern,Yes,No,Horse,No,Dragon,Forest,Yes,Arabian,No,Yes,No,No,Villain of Rapunzel,Sorcerer,7.1,98,747,31,4356,96,36,968,#TeamRapunzel #LoveRapunzel #RapunzelForever,No,78
Ariel,Ariel's Adventure,2003,97,4,No,No,White,Blue,Pink,Modern,Yes,No,Fish,Yes,Ice,Desert,Yes,French,Yes,Yes,No,No,Villain of Ariel,Hunter,8.1,100,1249,55,111,75,177,801,#TeamAriel #LoveAriel #ArielForever,Yes,76
Merida,Merida's Adventure,1946,78,6,No,No,Brown,Hazel,Yellow,Modern,No,Yes,Dragon,Yes,Ice,Ocean,No,French,No,Yes,Yes,Yes,Villain of Merida,Stepmother,9.0,76,1289,34,1681,34,232,252,#TeamMerida #LoveMerida #MeridaForever,Yes,63
Cinderella,Cinderella's Adventure,1975,86,2,No,Yes,Red,Brown,Pink,Medieval,Yes,Yes,None,No,Ocean,Ocean,Yes,Native American,Yes,No,No,Yes,Villain of Cinderella,Warlord,8.2,97,365,46,1213,77,196,449,#TeamCinderella #LoveCinderella #CinderellaForever,No,78
Raya,Raya's Adventure,2014,103,2,Yes,Yes,Brown,Brown,Yellow,Modern,Yes,No,Fish,Yes,Ocean,Mountains,No,Chinese,Yes,No,No,No,Villain of Raya,Stepmother,6.3,98,1175,32,4581,36,25,881,#TeamRaya #LoveRaya #RayaForever,No,52
Cinderella,Cinderella's Adventure,1962,106,2,Yes,Yes,Blonde,Brown,Yellow,Medieval,No,Yes,None,No,Voice,Ocean,Yes,Polynesian,No,Yes,No,No,Villain of Cinderella,Hunter,7.7,95,120,26,2955,45,72,407,#TeamCinderella #LoveCinderella #CinderellaForever,Yes,87
Pocahontas,Pocahontas's Adventure,1941,101,1,No,Yes,Blonde,Hazel,Green,Victorian,No,Yes,Horse,Yes,None,Ocean,Yes,African-American,Yes,No,Yes,Yes,Villain of Pocahontas,Stepmother,7.2,78,647,32,4845,44,263,126,#TeamPocahontas #LovePocahontas #PocahontasForever,No,57
Rapunzel,Rapunzel's Adventure,1992,102,7,Yes,Yes,Red,Hazel,Blue,Victorian,No,Yes,Dragon,No,Voice,Castle,Yes,Polynesian,No,No,No,Yes,Villain of Rapunzel,Warlord,6.5,96,1084,31,1835,52,75,143,#TeamRapunzel #LoveRapunzel #RapunzelForever,No,70
Jasmine,Jasmine's Adventure,1959,101,2,No,No,Blonde,Blue,Green,Modern,Yes,No,None,Yes,None,Castle,No,Polynesian,Yes,No,Yes,Yes,Villain of Jasmine,Warlord,6.1,71,1211,29,3352,44,59,426,#TeamJasmine #LoveJasmine #JasmineForever,No,56
Ariel,Ariel's Adventure,1990,91,7,Yes,No,Red,Brown,Pink,Modern,No,Yes,Fish,Yes,Healing,Mountains,No,Arabian,Yes,Yes,Yes,No,Villain of Ariel,Stepmother,7.1,88,124,41,2458,60,110,665,#TeamAriel #LoveAriel #ArielForever,No,70
Anna,Anna's Adventure,1962,109,1,Yes,Yes,Black,Brown,Green,Medieval,No,No,Horse,No,Voice,Castle,No,French,No,No,No,Yes,Villain of Anna,Warlord,8.8,95,867,33,1839,66,239,592,#TeamAnna #LoveAnna #AnnaForever,Yes,63
Cinderella,Cinderella's Adventure,1991,105,2,No,No,Red,Blue,Pink,Ancient,No,Yes,Dragon,Yes,Ice,Ocean,No,Nordic,Yes,Yes,No,No,Villain of Cinderella,Hunter,8.2,61,386,38,1129,51,112,361,#TeamCinderella #LoveCinderella #CinderellaForever,No,87
Aurora,Aurora's Adventure,1945,78,7,No,Yes,Brown,Green,Blue,Victorian,Yes,Yes,Horse,No,Dragon,Forest,Yes,Native American,No,No,No,Yes,Villain of Aurora,None,7.2,82,462,33,214,32,294,159,#TeamAurora #LoveAurora #AuroraForever,No,85
Raya,Raya's Adventure,2001,107,5,No,Yes,Brown,Blue,Yellow,Modern,No,No,Fish,Yes,Dragon,Village,No,Nordic,Yes,No,No,Yes,Villain of Raya,None,7.1,61,754,46,2881,62,31,394,#TeamRaya #LoveRaya #RayaForever,Yes,85
Tiana,Tiana's Adventure,1969,76,2,Yes,Yes,Black,Blue,Pink,Modern,Yes,Yes,None,Yes,Healing,Forest,No,French,Yes,Yes,No,No,Villain of Tiana,Stepmother,7.7,63,1217,37,4709,78,67,752,#TeamTiana #LoveTiana #TianaForever,Yes,76
Ariel,Ariel's Adventure,2012,76,7,No,Yes,Black,Hazel,Blue,Victorian,Yes,Yes,Fish,Yes,Ice,Castle,No,Polynesian,Yes,No,No,Yes,Villain of Ariel,Warlord,7.1,91,924,48,2256,22,83,576,#TeamAriel #LoveAriel #ArielForever,Yes,62
Moana,Moana's Adventure,2017,100,4,No,Yes,White,Green,Pink,Victorian,No,Yes,None,Yes,Ice,Desert,No,Arabian,No,Yes,No,Yes,Villain of Moana,None,7.7,92,334,20,67,86,91,814,#TeamMoana #LoveMoana #MoanaForever,Yes,59
Cinderella,Cinderella's Adventure,2010,99,3,No,No,Brown,Hazel,Purple,Ancient,Yes,No,Fish,Yes,Dragon,Forest,No,Scottish,No,Yes,No,Yes,Villain of Cinderella,Stepmother,7.7,77,777,53,993,71,15,308,#TeamCinderella #LoveCinderella #CinderellaForever,No,67
Belle,Belle's Adventure,1971,75,3,Yes,Yes,White,Grey,Blue,Modern,Yes,Yes,Horse,No,Healing,Desert,No,African-American,No,No,Yes,Yes,Villain of Belle,Warlord,7.2,67,1074,32,2331,62,78,807,#TeamBelle #LoveBelle #BelleForever,No,68
Belle,Belle's Adventure,1942,96,6,Yes,No,Blonde,Blue,Green,Victorian,No,Yes,None,No,Dragon,Ocean,No,French,No,Yes,Yes,Yes,Villain of Belle,Hunter,8.1,77,724,21,1603,31,91,620,#TeamBelle #LoveBelle #BelleForever,No,67
Pocahontas,Pocahontas's Adventure,1967,76,5,Yes,No,White,Grey,Green,Victorian,Yes,Yes,Fish,Yes,Ocean,Forest,No,African-American,Yes,No,Yes,No,Villain of Pocahontas,Witch,7.0,76,431,51,3312,49,158,939,#TeamPocahontas #LovePocahontas #PocahontasForever,Yes,53
Rapunzel,Rapunzel's Adventure,2019,102,7,No,No,Black,Hazel,Pink,Medieval,No,Yes,Horse,Yes,Dragon,Desert,Yes,Nordic,Yes,No,Yes,Yes,Villain of Rapunzel,Hunter,8.0,60,713,55,1610,75,206,23,#TeamRapunzel #LoveRapunzel #RapunzelForever,Yes,65
Tiana,Tiana's Adventure,1983,74,2,No,No,White,Green,Yellow,Victorian,Yes,No,Dragon,Yes,Ice,Castle,No,Native American,Yes,Yes,Yes,No,Villain of Tiana,None,6.6,99,1043,27,2367,35,105,361,#TeamTiana #LoveTiana #TianaForever,No,94
Snow White,Snow White's Adventure,1958,80,5,No,No,Blonde,Hazel,Green,Medieval,No,Yes,Dragon,Yes,Voice,Mountains,No,Arabian,No,No,No,No,Villain of Snow White,Stepmother,6.1,78,675,41,2425,22,223,52,#TeamSnow White #LoveSnow White #Snow WhiteForever,No,88
Rapunzel,Rapunzel's Adventure,1949,72,4,No,Yes,Red,Green,Yellow,Medieval,Yes,Yes,Dragon,No,Voice,Desert,Yes,Scottish,Yes,Yes,Yes,No,Villain of Rapunzel,Warlord,6.6,75,285,52,3833,45,164,863,#TeamRapunzel #LoveRapunzel #RapunzelForever,Yes,59
Merida,Merida's Adventure,1950,85,5,Yes,Yes,Black,Hazel,Yellow,Ancient,Yes,No,Dragon,Yes,Healing,Forest,Yes,Scottish,Yes,No,No,No,Villain of Merida,Stepmother,6.7,84,942,47,293,87,78,601,#TeamMerida #LoveMerida #MeridaForever,Yes,65
Anna,Anna's Adventure,1992,75,1,No,Yes,Red,Green,Blue,Ancient,No,No,Fish,No,Ocean,Mountains,No,French,Yes,No,Yes,Yes,Villain of Anna,Stepmother,6.9,62,124,58,981,84,154,174,#TeamAnna #LoveAnna #AnnaForever,No,92
Elsa,Elsa's Adventure,1954,96,6,No,Yes,Black,Grey,Pink,Ancient,Yes,No,Dragon,Yes,Ice,Village,Yes,Arabian,Yes,No,No,No,Villain of Elsa,Warlord,7.1,89,518,20,3444,55,80,987,#TeamElsa #LoveElsa #ElsaForever,No,85
Raya,Raya's Adventure,1971,99,1,No,No,Blonde,Green,Yellow,Modern,No,No,None,Yes,None,Village,No,Polynesian,Yes,Yes,Yes,Yes,Villain of Raya,None,8.6,82,423,49,1609,50,245,906,#TeamRaya #LoveRaya #RayaForever,Yes,62
Belle,Belle's Adventure,1964,100,7,No,Yes,Blonde,Green,Yellow,Modern,Yes,No,Dragon,Yes,Voice,Castle,Yes,Scottish,Yes,Yes,No,Yes,Villain of Belle,Witch,8.8,79,183,41,4364,55,18,387,#TeamBelle #LoveBelle #BelleForever,Yes,68
Merida,Merida's Adventure,1988,83,3,No,Yes,Red,Brown,Yellow,Victorian,Yes,Yes,Dragon,Yes,Dragon,Desert,Yes,Native American,Yes,No,No,No,Villain of Merida,None,7.0,88,312,23,2605,69,181,418,#TeamMerida #LoveMerida #MeridaForever,No,83
Anna,Anna's Adventure,1980,75,3,No,Yes,Red,Grey,Yellow,Ancient,Yes,Yes,None,Yes,None,Castle,No,Polynesian,No,Yes,Yes,No,Villain of Anna,Witch,8.6,93,316,49,2047,41,12,223,#TeamAnna #LoveAnna #AnnaForever,No,53
Mulan,Mulan's Adventure,2018,70,4,No,Yes,Blonde,Grey,Yellow,Ancient,No,No,None,Yes,None,Ocean,No,Polynesian,No,Yes,Yes,No,Villain of Mulan,Warlord,7.0,70,325,37,3898,87,62,630,#TeamMulan #LoveMulan #MulanForever,Yes,77
Tiana,Tiana's Adventure,1947,71,7,Yes,No,Black,Brown,Yellow,Victorian,No,No,Horse,No,Ice,Desert,No,Arabian,No,Yes,No,Yes,Villain of Tiana,Hunter,6.1,92,1255,22,1204,87,106,178,#TeamTiana #LoveTiana #TianaForever,Yes,87
Pocahontas,Pocahontas's Adventure,2014,100,4,Yes,Yes,Blonde,Blue,Green,Ancient,Yes,Yes,Dragon,No,Ice,Mountains,No,Polynesian,Yes,No,No,No,Villain of Pocahontas,Witch,8.6,82,1266,32,817,45,269,860,#TeamPocahontas #LovePocahontas #PocahontasForever,Yes,95
Mulan,Mulan's Adventure,1937,88,5,No,Yes,White,Grey,Pink,Medieval,Yes,No,None,Yes,Voice,Mountains,No,French,Yes,No,Yes,Yes,Villain of Mulan,Warlord,8.7,71,597,35,2962,28,136,699,#TeamMulan #LoveMulan #MulanForever,Yes,86
Belle,Belle's Adventure,2015,95,7,No,No,Blonde,Grey,Pink,Victorian,No,No,None,No,Dragon,Mountains,Yes,Native American,Yes,No,Yes,No,Villain of Belle,None,9.0,72,971,42,1818,75,21,301,#TeamBelle #LoveBelle #BelleForever,Yes,78
Aurora,Aurora's Adventure,1961,79,7,No,No,Brown,Blue,Green,Medieval,Yes,Yes,None,No,Voice,Desert,No,Native American,Yes,No,Yes,Yes,Villain of Aurora,Stepmother,8.3,78,886,29,1579,89,288,275,#TeamAurora #LoveAurora #AuroraForever,Yes,65
Pocahontas,Pocahontas's Adventure,2016,97,2,Yes,No,Brown,Hazel,Purple,Modern,No,No,Horse,No,Voice,Ocean,No,African-American,No,No,Yes,No,Villain of Pocahontas,Hunter,7.3,62,373,34,2614,57,111,157,#TeamPocahontas #LovePocahontas #PocahontasForever,No,67
Belle,Belle's Adventure,1946,95,7,No,No,Brown,Brown,Green,Modern,No,Yes,Fish,No,Ice,Mountains,Yes,Scottish,No,No,No,No,Villain of Belle,None,7.4,96,661,25,2291,77,244,16,#TeamBelle #LoveBelle #BelleForever,Yes,88
Belle,Belle's Adventure,1975,90,4,No,Yes,Black,Grey,Pink,Medieval,Yes,Yes,Dragon,Yes,Ice,Ocean,No,Scottish,No,Yes,Yes,Yes,Villain of Belle,Hunter,7.9,74,395,60,4024,44,52,693,#TeamBelle #LoveBelle #BelleForever,Yes,54
Belle,Belle's Adventure,1945,104,1,No,Yes,Blonde,Hazel,Yellow,Modern,Yes,Yes,Horse,No,Voice,Ocean,Yes,Scottish,No,No,No,Yes,Villain of Belle,Warlord,6.7,89,295,51,3605,86,286,215,#TeamBelle #LoveBelle #BelleForever,No,79
Belle,Belle's Adventure,1968,77,7,Yes,Yes,White,Hazel,Yellow,Victorian,Yes,No,Fish,Yes,Dragon,Forest,No,Arabian,Yes,No,No,Yes,Villain of Belle,Sorcerer,7.7,66,286,42,253,23,272,335,#TeamBelle #LoveBelle #BelleForever,No,63
Cinderella,Cinderella's Adventure,1950,77,2,No,Yes,Black,Blue,Purple,Ancient,Yes,No,Horse,No,Ocean,Mountains,No,Arabian,No,No,Yes,Yes,Villain of Cinderella,Stepmother,7.4,90,748,27,153,66,131,994,#TeamCinderella #LoveCinderella #CinderellaForever,Yes,71
Aurora,Aurora's Adventure,1984,79,7,Yes,Yes,Red,Hazel,Pink,Medieval,Yes,No,Fish,Yes,Healing,Mountains,Yes,Scottish,No,Yes,Yes,No,Villain of Aurora,Stepmother,6.2,66,960,48,4831,76,124,353,#TeamAurora #LoveAurora #AuroraForever,Yes,73
Anna,Anna's Adventure,1990,95,7,Yes,No,Black,Grey,Blue,Ancient,Yes,Yes,None,Yes,Voice,Mountains,Yes,French,Yes,Yes,Yes,Yes,Villain of Anna,Stepmother,8.8,86,224,54,721,40,73,907,#TeamAnna #LoveAnna #AnnaForever,Yes,70
Belle,Belle's Adventure,1990,89,4,No,No,Brown,Blue,Purple,Modern,Yes,No,None,No,Dragon,Forest,Yes,French,Yes,Yes,Yes,No,Villain of Belle,None,8.7,84,895,49,2130,86,31,850,#TeamBelle #LoveBelle #BelleForever,Yes,95
Anna,Anna's Adventure,1994,90,2,Yes,No,Brown,Blue,Green,Modern,Yes,Yes,Dragon,Yes,Ocean,Desert,No,African-American,Yes,Yes,No,Yes,Villain of Anna,Warlord,8.4,97,1270,26,940,81,183,126,#TeamAnna #LoveAnna #AnnaForever,Yes,84
Ariel,Ariel's Adventure,1948,102,6,Yes,No,Blonde,Green,Purple,Ancient,No,Yes,Fish,Yes,Ocean,Village,Yes,African-American,Yes,No,No,No,Villain of Ariel,Witch,7.0,65,681,38,2670,65,153,999,#TeamAriel #LoveAriel #ArielForever,Yes,100
Elsa,Elsa's Adventure,2007,71,2,Yes,Yes,Brown,Blue,Pink,Modern,No,No,Fish,No,Ocean,Forest,Yes,Arabian,Yes,Yes,Yes,No,Villain of Elsa,Witch,7.0,87,236,48,2349,22,147,335,#TeamElsa #LoveElsa #ElsaForever,Yes,97
Jasmine,Jasmine's Adventure,2021,80,1,No,No,White,Brown,Yellow,Victorian,Yes,Yes,Dragon,No,None,Forest,Yes,French,No,No,Yes,No,Villain of Jasmine,Witch,8.6,73,975,24,3448,54,297,503,#TeamJasmine #LoveJasmine #JasmineForever,No,79
Elsa,Elsa's Adventure,2010,105,5,Yes,No,Red,Grey,Blue,Ancient,No,No,None,No,Ice,Village,Yes,French,No,Yes,No,No,Villain of Elsa,Witch,6.4,94,779,60,4832,37,175,805,#TeamElsa #LoveElsa #ElsaForever,Yes,60
Belle,Belle's Adventure,2010,96,3,No,No,Red,Green,Pink,Modern,No,Yes,Fish,Yes,Dragon,Desert,Yes,Native American,Yes,Yes,No,No,Villain of Belle,Sorcerer,9.0,89,888,23,1720,77,31,483,#TeamBelle #LoveBelle #BelleForever,Yes,93
Rapunzel,Rapunzel's Adventure,2017,93,1,No,Yes,Blonde,Green,Green,Modern,No,No,Horse,No,Healing,Castle,Yes,Polynesian,No,Yes,No,Yes,Villain of Rapunzel,Witch,7.2,77,1147,21,4289,88,142,295,#TeamRapunzel #LoveRapunzel #RapunzelForever,Yes,50
Cinderella,Cinderella's Adventure,1971,109,4,Yes,No,Blonde,Blue,Yellow,Medieval,Yes,No,Dragon,Yes,Dragon,Castle,No,Arabian,Yes,Yes,No,No,Villain of Cinderella,Sorcerer,6.9,62,825,45,454,48,41,451,#TeamCinderella #LoveCinderella #CinderellaForever,No,96
Rapunzel,Rapunzel's Adventure,1976,70,2,Yes,Yes,Red,Hazel,Green,Medieval,No,No,Horse,Yes,Ice,Mountains,No,Native American,Yes,Yes,Yes,No,Villain of Rapunzel,Hunter,7.8,75,338,54,3980,30,90,809,#TeamRapunzel #LoveRapunzel #RapunzelForever,Yes,59
Pocahontas,Pocahontas's Adventure,2012,76,6,No,No,Red,Blue,Yellow,Ancient,Yes,No,Horse,No,Ice,Mountains,No,Polynesian,No,Yes,Yes,No,Villain of Pocahontas,Hunter,8.4,79,270,32,2385,99,40,173,#TeamPocahontas #LovePocahontas #PocahontasForever,No,95
Moana,Moana's Adventure,1969,75,7,No,Yes,White,Green,Purple,Ancient,No,No,Fish,Yes,Dragon,Forest,Yes,African-American,No,No,No,No,Villain of Moana,Stepmother,8.2,71,115,36,4724,88,228,290,#TeamMoana #LoveMoana #MoanaForever,No,62
Anna,Anna's Adventure,2021,87,3,Yes,Yes,Black,Grey,Purple,Ancient,Yes,No,Horse,No,Voice,Castle,Yes,Arabian,Yes,No,Yes,No,Villain of Anna,Stepmother,8.8,76,1017,39,3662,44,107,769,#TeamAnna #LoveAnna #AnnaForever,Yes,52
Cinderella,Cinderella's Adventure,1940,77,4,No,Yes,Brown,Blue,Pink,Medieval,Yes,No,None,Yes,Voice,Castle,Yes,Polynesian,Yes,Yes,No,No,Villain of Cinderella,Stepmother,6.4,69,846,55,1508,89,236,682,#TeamCinderella #LoveCinderella #CinderellaForever,Yes,75
Pocahontas,Pocahontas's Adventure,1963,110,4,Yes,No,Black,Brown,Yellow,Medieval,Yes,Yes,None,Yes,Ice,Desert,Yes,Chinese,No,Yes,No,No,Villain of Pocahontas,Stepmother,8.7,75,897,36,469,53,296,951,#TeamPocahontas #LovePocahontas #PocahontasForever,No,73
Raya,Raya's Adventure,1937,95,1,Yes,Yes,Brown,Hazel,Green,Medieval,Yes,Yes,Dragon,No,Healing,Ocean,No,Scottish,No,No,Yes,No,Villain of Raya,None,7.6,78,848,25,2785,82,39,651,#TeamRaya #LoveRaya #RayaForever,Yes,65
Tiana,Tiana's Adventure,1989,79,1,Yes,Yes,Blonde,Green,Pink,Medieval,No,Yes,Dragon,No,Healing,Forest,No,French,Yes,No,No,Yes,Villain of Tiana,None,6.1,67,614,52,1922,78,231,485,#TeamTiana #LoveTiana #TianaForever,No,72
Jasmine,Jasmine's Adventure,1951,90,6,No,No,White,Green,Pink,Victorian,No,No,Fish,No,Voice,Mountains,Yes,Scottish,Yes,Yes,Yes,Yes,Villain of Jasmine,None,8.5,71,529,47,3459,46,225,373,#TeamJasmine #LoveJasmine #JasmineForever,No,76
Ariel,Ariel's Adventure,1967,85,7,No,No,Brown,Hazel,Pink,Medieval,Yes,No,Dragon,Yes,None,Forest,No,Arabian,Yes,No,Yes,Yes,Villain of Ariel,Warlord,6.8,70,570,56,1906,89,150,605,#TeamAriel #LoveAriel #ArielForever,No,81
Anna,Anna's Adventure,1970,104,6,No,No,Brown,Green,Blue,Modern,Yes,No,Fish,No,Ocean,Castle,Yes,Native American,No,No,Yes,Yes,Villain of Anna,None,8.4,79,947,57,2889,92,115,288,#TeamAnna #LoveAnna #AnnaForever,No,85
Belle,Belle's Adventure,2004,89,1,Yes,Yes,Brown,Green,Green,Ancient,Yes,No,Fish,Yes,Ocean,Forest,No,French,No,Yes,Yes,No,Villain of Belle,Hunter,8.5,74,675,38,1062,34,115,120,#TeamBelle #LoveBelle #BelleForever,Yes,96
Cinderella,Cinderella's Adventure,2000,91,6,Yes,No,Red,Brown,Pink,Modern,No,No,Dragon,No,Ocean,Desert,Yes,Scottish,No,No,Yes,Yes,Villain of Cinderella,Hunter,6.7,86,616,58,1466,29,234,376,#TeamCinderella #LoveCinderella #CinderellaForever,Yes,58
Snow White,Snow White's Adventure,2012,86,2,Yes,Yes,Red,Grey,Yellow,Victorian,No,No,Dragon,Yes,Dragon,Desert,Yes,Scottish,Yes,Yes,Yes,No,Villain of Snow White,Witch,7.2,93,657,20,1602,88,264,166,#TeamSnow White #LoveSnow White #Snow WhiteForever,No,67
Cinderella,Cinderella's Adventure,1989,103,3,No,Yes,Black,Brown,Yellow,Victorian,Yes,No,Horse,Yes,Voice,Ocean,No,Arabian,Yes,No,No,Yes,Villain of Cinderella,Witch,8.1,94,696,29,1879,51,65,856,#TeamCinderella #LoveCinderella #CinderellaForever,No,87
Ariel,Ariel's Adventure,1989,105,6,No,No,Blonde,Grey,Blue,Medieval,No,Yes,Horse,Yes,Ice,Forest,No,Polynesian,No,Yes,Yes,Yes,Villain of Ariel,None,8.6,84,1178,57,2984,57,111,920,#TeamAriel #LoveAriel #ArielForever,No,60
Belle,Belle's Adventure,2019,90,7,No,Yes,White,Grey,Green,Victorian,No,No,Dragon,Yes,Healing,Ocean,No,African-American,Yes,No,No,Yes,Villain of Belle,Hunter,8.2,98,465,32,1063,100,214,421,#TeamBelle #LoveBelle #BelleForever,Yes,70
Jasmine,Jasmine's Adventure,1992,75,1,Yes,No,Brown,Brown,Blue,Victorian,Yes,No,Fish,Yes,Dragon,Castle,No,Chinese,Yes,No,Yes,Yes,Villain of Jasmine,Sorcerer,6.4,80,1162,38,2668,79,51,481,#TeamJasmine #LoveJasmine #JasmineForever,Yes,84
Raya,Raya's Adventure,1988,76,2,Yes,No,Blonde,Blue,Pink,Victorian,Yes,Yes,Dragon,No,Ice,Desert,Yes,African-American,Yes,No,No,No,Villain of Raya,None,6.2,93,1197,52,3794,48,53,185,#TeamRaya #LoveRaya #RayaForever,Yes,84
Moana,Moana's Adventure,1952,81,4,Yes,Yes,Black,Blue,Yellow,Medieval,Yes,Yes,Horse,No,None,Desert,Yes,Arabian,Yes,Yes,Yes,Yes,Villain of Moana,Witch,8.6,98,419,28,4143,41,210,328,#TeamMoana #LoveMoana #MoanaForever,Yes,52
Aurora,Aurora's Adventure,1946,86,4,No,No,Red,Hazel,Pink,Modern,No,No,Fish,No,Healing,Mountains,No,Scottish,Yes,Yes,No,No,Villain of Aurora,Witch,8.7,91,761,29,1927,44,260,798,#TeamAurora #LoveAurora #AuroraForever,Yes,68
Pocahontas,Pocahontas's Adventure,2009,98,5,Yes,Yes,Black,Brown,Purple,Victorian,Yes,No,Fish,No,Healing,Ocean,Yes,Nordic,No,Yes,Yes,Yes,Villain of Pocahontas,Witch,8.3,94,664,46,3643,23,150,155,#TeamPocahontas #LovePocahontas #PocahontasForever,Yes,99
Elsa,Elsa's Adventure,1972,79,2,No,Yes,Brown,Brown,Yellow,Victorian,Yes,Yes,Dragon,No,Dragon,Forest,No,Nordic,Yes,Yes,No,No,Villain of Elsa,Stepmother,6.2,68,1057,50,1688,55,232,439,#TeamElsa #LoveElsa #ElsaForever,No,95
Aurora,Aurora's Adventure,2017,77,7,No,No,Red,Hazel,Purple,Medieval,No,Yes,Horse,No,Dragon,Forest,No,Arabian,No,No,No,No,Villain of Aurora,None,7.3,80,1261,43,2898,88,278,746,#TeamAurora #LoveAurora #AuroraForever,Yes,85
Elsa,Elsa's Adventure,2003,98,5,No,No,Brown,Brown,Yellow,Victorian,No,Yes,Horse,No,Healing,Mountains,Yes,French,No,Yes,No,Yes,Villain of Elsa,Sorcerer,6.5,93,474,37,1087,61,178,302,#TeamElsa #LoveElsa #ElsaForever,No,94
Merida,Merida's Adventure,1971,103,2,No,Yes,Red,Grey,Purple,Victorian,Yes,Yes,Fish,Yes,None,Forest,Yes,Nordic,No,No,Yes,No,Villain of Merida,Stepmother,7.6,68,1030,47,4477,20,298,781,#TeamMerida #LoveMerida #MeridaForever,Yes,54
Mulan,Mulan's Adventure,1994,98,2,No,Yes,Black,Green,Purple,Ancient,Yes,No,Dragon,Yes,None,Ocean,No,Chinese,No,No,Yes,Yes,Villain of Mulan,Sorcerer,7.9,78,346,22,1347,20,138,10,#TeamMulan #LoveMulan #MulanForever,Yes,100
Aurora,Aurora's Adventure,1997,109,1,Yes,No,White,Blue,Pink,Victorian,No,Yes,Dragon,Yes,Ocean,Village,No,Native American,No,Yes,Yes,Yes,Villain of Aurora,Hunter,8.4,91,1010,49,1924,85,264,71,#TeamAurora #LoveAurora #AuroraForever,No,100
